"Item Type","Product ID","Product Type","Product SKU","Bin Picking Number","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Custom Item","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Name","Product URL","Redirect Old URL?","Brand","Option Set","Option Set Align","Brand + Name","Description","Price","Cost Price","Retail Price","Sale Price","Calculated Price","Fixed Shipping Price","Free Shipping","Warranty","Weight","Width","Height","Depth","Allow Purchases","Product Visible","Product Not Visible","Product Availability","Product Inventoried","Track Inventory","Stock Level","Low Stock Level","Date Added","Date Modified","Category String","Category Details","Product Files","Product Images","Event Date Required","Event Date Name","Event Date Is Limited","Event Date Start Date","Event Date End Date","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Sort Order","Product Tax Class","Avalara Product Tax Code","Product UPC/EAN","Product Custom Fields","Stop Processing Rules"
"Product",205,"P","HC-I9500-PER",,,,,,,,,,,,,0,"Galaxy S4 - Persian","/galaxy-s4-persian/",,,"Colours - Galaxy S4 Case - Persian Hard Case","Right"," Galaxy S4 - Persian","<p><span>- Each crystal cubic is 100% hand set by skilled craftman</span><br /><br /><span>- High gloss durable polycarbonate that provides strong protection in the most beautiful way</span><br /><br /><span>- Pleasing to the touch, this lightweight and durable Dreamplus Persian Crystal Cubic Case for Samsung Galaxy S4 allows optimal access to all ports,&nbsp;</span><br /><span>and controls on your device, while offering superior comfort in-hand</span></p>",20,0,45,0,20,0,0,,10,0,0,0,1,0,1,,1,"by product",100,10,08/29/14,12/03/15,"PHONE CASES;PHONE CASES/Samsung;PHONE CASES/Samsung/Galaxy S4","Category ID: 219, Category Name: PHONE CASES, Category Path: PHONE CASES|Category ID: 221, Category Name: Samsung, Category Path: PHONE CASES/Samsung|Category ID: 240, Category Name: Galaxy S4, Category Path: PHONE CASES/Samsung/Galaxy S4",,"Product Image ID: 1779, Product Image File: galaxy_s4_hard_persian_black_2__08786.jpg, Product Image Path: y/302/galaxy_s4_hard_persian_black_2__08786.jpg, Product Image URL: http://www.happytel.com/product_images/y/302/galaxy_s4_hard_persian_black_2__08786.jpg, Product Image Description: Galaxy S4 Case - Persian Black Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 1780, Product Image File: galaxy_s4_hard_persian_black_3__68172.jpg, Product Image Path: m/961/galaxy_s4_hard_persian_black_3__68172.jpg, Product Image URL: http://www.happytel.com/product_images/m/961/galaxy_s4_hard_persian_black_3__68172.jpg, Product Image Description: Galaxy S4 Case - Persian Black Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 2|Product Image ID: 1782, Product Image File: galaxy_s4_hard_persian_pink_3__15300.jpg, Product Image Path: a/690/galaxy_s4_hard_persian_pink_3__15300.jpg, Product Image URL: http://www.happytel.com/product_images/a/690/galaxy_s4_hard_persian_pink_3__15300.jpg, Product Image Description: Galaxy S4 Case - Persian Pink Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 5|Product Image ID: 1783, Product Image File: galaxy_s4_hard_persian_pink_1__78048.jpg, Product Image Path: l/544/galaxy_s4_hard_persian_pink_1__78048.jpg, Product Image URL: http://www.happytel.com/product_images/l/544/galaxy_s4_hard_persian_pink_1__78048.jpg, Product Image Description: Galaxy S4 Case - Persian Pink Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 3|Product Image ID: 1784, Product Image File: galaxy_s4_hard_persian_pink_2__01437.jpg, Product Image Path: u/760/galaxy_s4_hard_persian_pink_2__01437.jpg, Product Image URL: http://www.happytel.com/product_images/u/760/galaxy_s4_hard_persian_pink_2__01437.jpg, Product Image Description: Galaxy S4 Case - Persian Pink Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 4|Product Image ID: 1785, Product Image File: galaxy_s4_hard_persian_silver_1__54457.jpg, Product Image Path: d/787/galaxy_s4_hard_persian_silver_1__54457.jpg, Product Image URL: http://www.happytel.com/product_images/d/787/galaxy_s4_hard_persian_silver_1__54457.jpg, Product Image Description: Galaxy S4 Case - Persian Silver Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 6|Product Image ID: 1786, Product Image File: galaxy_s4_hard_persian_silver_2__47227.jpg, Product Image Path: e/758/galaxy_s4_hard_persian_silver_2__47227.jpg, Product Image URL: http://www.happytel.com/product_images/e/758/galaxy_s4_hard_persian_silver_2__47227.jpg, Product Image Description: Galaxy S4 Case - Persian Silver Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 7|Product Image ID: 1787, Product Image File: galaxy_s4_hard_persian_silver_3__92224.jpg, Product Image Path: l/266/galaxy_s4_hard_persian_silver_3__92224.jpg, Product Image URL: http://www.happytel.com/product_images/l/266/galaxy_s4_hard_persian_silver_3__92224.jpg, Product Image Description: Galaxy S4 Case - Persian Silver Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 8|Product Image ID: 1788, Product Image File: galaxy_s4_hard_persian_gold_3__74229.jpg, Product Image Path: k/236/galaxy_s4_hard_persian_gold_3__74229.jpg, Product Image URL: http://www.happytel.com/product_images/k/236/galaxy_s4_hard_persian_gold_3__74229.jpg, Product Image Description: Galaxy S4 Case - Persian Gold Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 11|Product Image ID: 1789, Product Image File: galaxy_s4_hard_persian_gold_2__09062.jpg, Product Image Path: g/970/galaxy_s4_hard_persian_gold_2__09062.jpg, Product Image URL: http://www.happytel.com/product_images/g/970/galaxy_s4_hard_persian_gold_2__09062.jpg, Product Image Description: Galaxy S4 Case - Persian Gold Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 10|Product Image ID: 1790, Product Image File: galaxy_s4_hard_persian_gold_1__11323.jpg, Product Image Path: z/793/galaxy_s4_hard_persian_gold_1__11323.jpg, Product Image URL: http://www.happytel.com/product_images/z/793/galaxy_s4_hard_persian_gold_1__11323.jpg, Product Image Description: Galaxy S4 Case - Persian Gold Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 9|Product Image ID: 1781, Product Image File: galaxy_s4_hard_persian_black_1__74429.jpg, Product Image Path: b/974/galaxy_s4_hard_persian_black_1__74429.jpg, Product Image URL: http://www.happytel.com/product_images/b/974/galaxy_s4_hard_persian_black_1__74429.jpg, Product Image Description: Galaxy S4 Case - Persian Black Hard Case, Product Image Is Thumbnail: 1, Product Image Index: 0",0,"Delivery Date",0,0,0,,,,,,,,"New",0,"Default Tax Class",,,,0
"  SKU",1836,,"HC-I9500-PER-BK",,,,,,,,,,,,,,"[RB]Colours=Black",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1837,,"HC-I9500-PER-PK",,,,,,,,,,,,,,"[RB]Colours=Pink",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1838,,"HC-I9500-PER-SIL",,,,,,,,,,,,,,"[RB]Colours=Silver",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1839,,"HC-I9500-PER-GD",,,,,,,,,,,,,,"[RB]Colours=Gold",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",316,,,,,,,,,,,,,,,,"[RB]Colours=Black",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 316_source_1409290328.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/316_source_1409290328.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",317,,,,,,,,,,,,,,,,"[RB]Colours=Pink",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 317_source_1409290340.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/317_source_1409290340.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",318,,,,,,,,,,,,,,,,"[RB]Colours=Silver",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 318_source_1409290356.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/318_source_1409290356.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",319,,,,,,,,,,,,,,,,"[RB]Colours=Gold",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 319_source_1409290368.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/319_source_1409290368.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"Product",208,"P","HC-IP6P-CM-031447",,,,,,,,,,,,,0,"iPhone 6 Plus - Case Mate Tough","/iphone-6-plus-case-mate-tough/",,"CASE MATE",,"Right","CASE MATE  iPhone 6 Plus - Case Mate Tough","<p>This clearly protective, dual-layered case for iPhone 6 Plus offers a smooth transparent finish and ultra slim design. Its lightweight, minimalist design delivers a stylish profile, while the impact resistant hard shell and coordinating bumper protects against impacts and falls. Metallic chrome buttons accent and complete the polished look of your device.<br />&bull;Ultra slim, dual-layer design with protective bumper<br />&bull;Enhanced impact resistance and shock dispersion<br />&bull;Transparent smooth finish with anti-scratch technology<br />&bull;Metal button accents for a refined finish</p>",39.99,0,0,0,39.99,0,0,,10,0,0,0,0,0,1,,1,"by product",100,10,09/22/14,12/03/15,"PHONE CASES;PHONE CASES/iPhone;PHONE CASES/iPhone/iPhone 6 Plus ^ 6S Plus","Category ID: 219, Category Name: PHONE CASES, Category Path: PHONE CASES|Category ID: 220, Category Name: iPhone, Category Path: PHONE CASES/iPhone|Category ID: 231, Category Name: iPhone 6 Plus / 6S Plus, Category Path: PHONE CASES/iPhone/iPhone 6 Plus ^ 6S Plus",,"Product Image ID: 1849, Product Image File: iphone_6_6plus_tough_bk_1__99280.jpg, Product Image Path: s/014/iphone_6_6plus_tough_bk_1__99280.jpg, Product Image URL: http://www.happytel.com/product_images/s/014/iphone_6_6plus_tough_bk_1__99280.jpg, Product Image Description: iPhone 6 Plus Case - Mate Tough Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 0|Product Image ID: 1850, Product Image File: iphone_6_6plus_tough_bk_3__23587.jpg, Product Image Path: s/474/iphone_6_6plus_tough_bk_3__23587.jpg, Product Image URL: http://www.happytel.com/product_images/s/474/iphone_6_6plus_tough_bk_3__23587.jpg, Product Image Description: iPhone 6 Plus Case - Mate Tough Hard Case, Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 1851, Product Image File: iphone_6_6plus_tough_bk_2__43558.jpg, Product Image Path: m/846/iphone_6_6plus_tough_bk_2__43558.jpg, Product Image URL: http://www.happytel.com/product_images/m/846/iphone_6_6plus_tough_bk_2__43558.jpg, Product Image Description: , Product Image Is Thumbnail: 1, Product Image Index: 2",0,"Delivery Date",0,0,0,,"iPhone 6 Plus - Case Mate Tough","iPhone 6 Plus case, iPhone 6S plus case, Case Mate case, Case Mate, Tough, protective, slim, minimalist, impact resistant ",,,,,"New",0,"Default Tax Class",,,"""Style=Hard Case"";Function=Simple",0
"Product",209,"P","HC-IP6P-CM-031443",,,,,,,,,,,,,0,"iPhone 6 Plus - Case Mate Naked Tough Clear Case","/iphone-6-plus-case-mate-naked-tough-clear-case/",,"CASE MATE",,"Right","CASE MATE  iPhone 6 Plus - Case Mate Naked Tough Clear Case","<p><span>This clearly protective, dual-layered case for iPhone 6 Plus offers a smooth transparent finish and ultra slim design. Its lightweight, minimalist design delivers a stylish profile, while the impact resistant hard shell and coordinating bumper protects against impacts and falls. Metallic chrome buttons accent and complete the polished look of your device.</span></p> <ul> <li>Ultra slim, dual-layer design with protective bumper</li> <li>Enhanced impact resistance and shock dispersion</li> <li>Transparent smooth finish with anti-scratch technology</li> <li>Metal button accents for a refined finish</li> </ul>",39.99,0,0,0,39.99,0,0,,10,0,0,0,1,0,1,,1,"by product",99,10,09/22/14,12/03/15,"PHONE CASES;PHONE CASES/iPhone;PHONE CASES/iPhone/iPhone 6 Plus ^ 6S Plus","Category ID: 219, Category Name: PHONE CASES, Category Path: PHONE CASES|Category ID: 220, Category Name: iPhone, Category Path: PHONE CASES/iPhone|Category ID: 231, Category Name: iPhone 6 Plus / 6S Plus, Category Path: PHONE CASES/iPhone/iPhone 6 Plus ^ 6S Plus",,"Product Image ID: 1844, Product Image File: iphone_6_6_plus_naked_tough_clear_3__22575.jpg, Product Image Path: e/187/iphone_6_6_plus_naked_tough_clear_3__22575.jpg, Product Image URL: http://www.happytel.com/product_images/e/187/iphone_6_6_plus_naked_tough_clear_3__22575.jpg, Product Image Description: iPhone 6 Plus Case - Case Mate Naked Tough Clear Case, Product Image Is Thumbnail: 0, Product Image Index: 2|Product Image ID: 1845, Product Image File: iphone_6_6_plus_naked_tough_clear_5__74925.jpg, Product Image Path: d/108/iphone_6_6_plus_naked_tough_clear_5__74925.jpg, Product Image URL: http://www.happytel.com/product_images/d/108/iphone_6_6_plus_naked_tough_clear_5__74925.jpg, Product Image Description: iPhone 6 Plus Case -  Case Mate Naked Tough Clear Case, Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 1847, Product Image File: iphone_6_6_plus_naked_tough_clear_2__94796.jpg, Product Image Path: n/641/iphone_6_6_plus_naked_tough_clear_2__94796.jpg, Product Image URL: http://www.happytel.com/product_images/n/641/iphone_6_6_plus_naked_tough_clear_2__94796.jpg, Product Image Description: iPhone 6 Plus Case - Case Mate Naked Tough Clear Case, Product Image Is Thumbnail: 0, Product Image Index: 0|Product Image ID: 1848, Product Image File: iphone_6_6_plus_naked_tough_clear_1__28249.jpg, Product Image Path: v/221/iphone_6_6_plus_naked_tough_clear_1__28249.jpg, Product Image URL: http://www.happytel.com/product_images/v/221/iphone_6_6_plus_naked_tough_clear_1__28249.jpg, Product Image Description: iPhone 6 Plus Case - Case Mate Naked Tough Clear Case, Product Image Is Thumbnail: 0, Product Image Index: 4|Product Image ID: 1846, Product Image File: iphone_6_6_plus_naked_tough_clear_4__55622.jpg, Product Image Path: v/113/iphone_6_6_plus_naked_tough_clear_4__55622.jpg, Product Image URL: http://www.happytel.com/product_images/v/113/iphone_6_6_plus_naked_tough_clear_4__55622.jpg, Product Image Description: iPhone 6 Plus Case - Case Mate Naked Tough Clear Case, Product Image Is Thumbnail: 1, Product Image Index: 3",0,"Delivery Date",0,0,0,,"iPhone 6 Plus - Case Mate Naked Tough Clear Case","iPhone 6 Plus case, Case mate, Case mate naked tough, clear, protective, minimalist, impact resistant, bumper,",,,,,"New",0,"Default Tax Class",,,"""Style=Hard Case"";Function=Simple",0
"Product",210,"P","HC-IP6P-CM-031445",,,,,,,,,,,,,0,"iPhone 6 Plus - Case-Mate Tough Air","/iphone-6-plus-case-mate-tough-air/",,"CASE MATE",,"Right","CASE MATE  iPhone 6 Plus - Case-Mate Tough Air","<p><span>Tough Air sports an advanced unibody design with a unique 3D pattern that creates shock-absorbing air channels for enhanced shock dispersion. The color-contrasting internal frame provides further integrity and resilience. Tough Air is accented with metal buttons, completing this modern design.</span></p> <ul> <li>Ultra slim, co-molded unibody design</li> <li>Enhanced impact resistance and shock dispersion</li> <li>Metal button accents for a refined finish</li> </ul>",39,0,0,0,39,0,0,,10,0,0,0,1,0,1,,1,"by product",98,10,09/22/14,12/03/15,"PHONE CASES;PHONE CASES/iPhone;PHONE CASES/iPhone/iPhone 6 Plus ^ 6S Plus","Category ID: 219, Category Name: PHONE CASES, Category Path: PHONE CASES|Category ID: 220, Category Name: iPhone, Category Path: PHONE CASES/iPhone|Category ID: 231, Category Name: iPhone 6 Plus / 6S Plus, Category Path: PHONE CASES/iPhone/iPhone 6 Plus ^ 6S Plus",,"Product Image ID: 1837, Product Image File: iphone_6_6_plus_tough_air_black_2__89457.jpg, Product Image Path: n/624/iphone_6_6_plus_tough_air_black_2__89457.jpg, Product Image URL: http://www.happytel.com/product_images/n/624/iphone_6_6_plus_tough_air_black_2__89457.jpg, Product Image Description: iPhone 6 Plus Case - Tough Air Hard Case Clear/Black, Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 1838, Product Image File: iphone_6_6_plus_tough_air_black_3__55320.jpg, Product Image Path: h/712/iphone_6_6_plus_tough_air_black_3__55320.jpg, Product Image URL: http://www.happytel.com/product_images/h/712/iphone_6_6_plus_tough_air_black_3__55320.jpg, Product Image Description: iPhone 6 Plus Case - Tough Air Hard Case Clear/Black, Product Image Is Thumbnail: 0, Product Image Index: 2|Product Image ID: 1839, Product Image File: iphone_6_6_plus_tough_air_black_1__55137.jpg, Product Image Path: f/506/iphone_6_6_plus_tough_air_black_1__55137.jpg, Product Image URL: http://www.happytel.com/product_images/f/506/iphone_6_6_plus_tough_air_black_1__55137.jpg, Product Image Description: iPhone 6 Plus Case - Tough Air Hard Case Clear/Black, Product Image Is Thumbnail: 0, Product Image Index: 3|Product Image ID: 1836, Product Image File: iphone_6_6_plus_tough_air_black_4__76815.jpg, Product Image Path: w/426/iphone_6_6_plus_tough_air_black_4__76815.jpg, Product Image URL: http://www.happytel.com/product_images/w/426/iphone_6_6_plus_tough_air_black_4__76815.jpg, Product Image Description: iPhone 6 Plus Case - Tough Air Hard Case Clear/Black, Product Image Is Thumbnail: 1, Product Image Index: 0",0,"Delivery Date",0,0,0,," iPhone 6 Plus - Case-Mate Tough Air case","iPhone 6 Plus case, Case-Mate, Case-Mate Tough Air, protective, shock absorb, clear, 3D pattern, modern, simple, ",,,,,"New",0,"Default Tax Class",,,"""Style=Hard Case"";Function=Simple",0
"Product",211,"P","SP-IP6",,,,,,,,,,,,,0,"iPhone 6 Screen Protector","/iphone-6-screen-protector-1/",,,"Screen Protector Options","Right"," iPhone 6 Screen Protector","<p><span><span>Best iPhone 6 Screen Protector Reviews and Comparisons : Matte vs Clear</span></span><br /><span><span>&nbsp;&nbsp; *&nbsp;iPhone 6<span>&nbsp;Screen Protector Matte</span></span></span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pros:</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Anti-glare</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Anti-fingerprint</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Anti-scratch</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cons:</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Transparent with clarity loss</span><br /><br /><br /><span><span>&nbsp;&nbsp; * iPhone 6&nbsp;Screen Protector Clear</span></span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pros:</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Brighter and sharper colours</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Anti-scratch</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Transparent with no clarity loss</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cons:</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Reflective/Glare</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Fingerprint</span></p>",10,0,0,0,10,0,0,,0.1,0,0,0,1,1,0,,1,"by option",199,20,09/26/14,10/02/15,"Accessories/Screen Protectors/iPhone 6","Category ID: 126, Category Name: iPhone 6, Category Path: Accessories/Screen Protectors/iPhone 6",,"Product Image ID: 1841, Product Image File: iphone_6_6_plus_screen_protector_2__79437.jpg, Product Image Path: y/439/iphone_6_6_plus_screen_protector_2__79437.jpg, Product Image URL: http://www.happytel.com/product_images/y/439/iphone_6_6_plus_screen_protector_2__79437.jpg, Product Image Description: iPhone 6 Screen Protector Matte, Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 1840, Product Image File: iphone_6_6_plus_screen_protector_1__86442.jpg, Product Image Path: c/220/iphone_6_6_plus_screen_protector_1__86442.jpg, Product Image URL: http://www.happytel.com/product_images/c/220/iphone_6_6_plus_screen_protector_1__86442.jpg, Product Image Description: iPhone 6 Screen Protector Clear, Product Image Is Thumbnail: 1, Product Image Index: 0",0,"Delivery Date",0,0,0,,"iPhone 6 Screen Protector","iPhone 6 screen protector, iPhone 6S screen protector, iPhone 6 film, iPhone 6S film, protective, film, clear, matte, transparent,",,,,,"New",0,"Default Tax Class",,,,0
"  SKU",1850,,"SP-IP6-CL",,,,,,,,,,,,,,"[RB]Options=Clear",,,,,,,,,0,,,,,,,,,,,,,,,,,99,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1851,,"SP-IP6-MA",,,,,,,,,,,,,,"[RB]Options=Matte",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"Product",212,"P","SP-IP6P",,,,,,,,,,,,,0,"iPhone 6 Plus Screen Protector","/iphone-6-plus-screen-protector-1/",,,"Screen Protector Options","Right"," iPhone 6 Plus Screen Protector","<p><span><span>Best iPhone 6 Plus&nbsp;Screen Protector Reviews and Comparisons : Matte vs Clear</span></span><br /><span><span>&nbsp;&nbsp; *&nbsp;iPhone 6<span>&nbsp;Plus&nbsp;Screen Protector Matte</span></span></span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pros:</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Anti-glare</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Anti-fingerprint</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Anti-scratch</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cons:</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Transparent with clarity loss</span><br /><br /><br /><span><span>&nbsp;&nbsp; * iPhone 6&nbsp;Plus&nbsp;Screen Protector Clear</span></span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pros:</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Brighter and sharper colours</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Anti-scratch</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Transparent with no clarity loss</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cons:</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Reflective/Glare</span><br /><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Fingerprint</span></p>",10,0,0,0,10,0,0,,0.1,0,0,0,1,1,0,,1,"by option",198,20,09/26/14,12/31/15,"Accessories/Screen Protectors/iPhone 6 Plus","Category ID: 149, Category Name: iPhone 6 Plus, Category Path: Accessories/Screen Protectors/iPhone 6 Plus",,"Product Image ID: 1842, Product Image File: iphone_6_6_plus_screen_protector_1__12294.jpg, Product Image Path: r/007/iphone_6_6_plus_screen_protector_1__12294.jpg, Product Image URL: http://www.happytel.com/product_images/r/007/iphone_6_6_plus_screen_protector_1__12294.jpg, Product Image Description: iPhone 6 Plus Screen Protector Clear, Product Image Is Thumbnail: 0, Product Image Index: 0|Product Image ID: 1843, Product Image File: iphone_6_6_plus_screen_protector_2__53831.jpg, Product Image Path: k/970/iphone_6_6_plus_screen_protector_2__53831.jpg, Product Image URL: http://www.happytel.com/product_images/k/970/iphone_6_6_plus_screen_protector_2__53831.jpg, Product Image Description: iPhone 6 Plus Screen Protector Matte, Product Image Is Thumbnail: 1, Product Image Index: 1",0,"Delivery Date",0,0,0,,"iPhone 6 Plus Screen Protector","iPhone 6 Plus screen protector, iPhone 6 Plus screen, iPhone 6 Plus film, protective, film, clear, matte, transparent, ",,,,,"New",0,"Default Tax Class",,,,0
"  SKU",1854,,"SP-IP6P-CL",,,,,,,,,,,,,,"[RB]Options=Clear",,,,,,,,,0,,,,,,,,,,,,,,,,,99,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1855,,"SP-IP6P-MA",,,,,,,,,,,,,,"[RB]Options=Matte",,,,,,,,,0,,,,,,,,,,,,,,,,,99,10,,,,,,,,,,,,,,,,,,,,,,,,,
